check,contract_code,ts_event,contract_delivery_period,option_strike_price,ex_style,opt_term,option_expiry_date,put_price,call_price,close
1,TFO,2026-04-29,2026-07,65.0,E,M,2026-06-26,0,2.1,94.5
1,TFO,2026-04-29,2026-07,70.0,E,M,2026-06-26,0,,94.5
1,TFO,2026-04-29,2026-07,100.0,E,M,2026-06-26,0,,94.5
2,TFO,2026-04-29,2026-08,33.0,E,M,2026-07-27,0.99,0,95.02
1,TFO,2026-04-29,2026-08,35.0,E,M,2026-07-27,1.8,0,95.02
1,TFO,2026-04-29,2026-08,37.0,E,M,2026-07-27,,0,95.02
1,TFO,2026-04-29,2026-08,38.0,E,M,2026-07-27,,0,95.02
1,TFO,2026-04-29,2026-08,40.0,E,M,2026-07-27,,0,95.02
1,TFO,2026-04-29,2026-08,45.0,E,M,2026-07-27,0,,95.02
2,TFO,2026-04-29,2026-08,50.0,E,M,2026-07-27,0,6.4,95.02
2,TFO,2026-04-29,2026-08,55.0,E,M,2026-07-27,0,5.76,95.02
1,TFO,2026-04-29,2026-08,60.0,E,M,2026-07-27,0,3.35,95.02
1,TFO,2026-04-29,2026-08,65.0,E,M,2026-07-27,0,,95.02
1,TFO,2026-04-29,2026-08,70.0,E,M,2026-07-27,0,,95.02
1,TFO,2026-04-29,2026-08,90.0,E,M,2026-07-27,0,1.21,95.02
1,TFO,2026-04-29,2026-08,100.0,E,M,2026-07-27,0,,95.02
1,TFO,2026-04-29,2026-09,33.0,E,M,2026-08-26,,0,94.55000000000001
1,TFO,2026-04-29,2026-09,35.0,E,M,2026-08-26,,0,94.55000000000001
1,TFO,2026-04-29,2026-09,37.0,E,M,2026-08-26,,0,94.55000000000001
1,TFO,2026-04-29,2026-09,38.0,E,M,2026-08-26,,0,94.55000000000001
1,TFO,2026-04-29,2026-09,40.0,E,M,2026-08-26,,0,94.55000000000001
1,TFO,2026-04-29,2026-09,45.0,E,M,2026-08-26,0,7.52,94.55000000000001
1,TFO,2026-04-29,2026-09,47.0,E,M,2026-08-26,0,,94.55000000000001
1,TFO,2026-04-29,2026-09,50.0,E,M,2026-08-26,0,,94.55000000000001
1,TFO,2026-04-29,2026-09,55.0,E,M,2026-08-26,0,,94.55000000000001
1,TFO,2026-04-29,2026-09,60.0,E,M,2026-08-26,0,3.955,94.55000000000001
1,TFO,2026-04-29,2026-09,65.0,E,M,2026-08-26,0,,94.55000000000001
1,TFO,2026-04-29,2026-09,70.0,E,M,2026-08-26,0,3.05,94.55000000000001
1,TFO,2026-04-29,2026-09,75.0,E,M,2026-08-26,0,2.535,94.55000000000001
1,TFO,2026-04-29,2026-09,85.0,E,M,2026-08-26,0,2.05,94.55000000000001
1,TFO,2026-04-29,2026-09,100.0,E,M,2026-08-26,0,1.55,94.55000000000001
1,TFO,2026-04-29,2026-10,30.0,E,M,2026-09-25,,0,94.71
1,TFO,2026-04-29,2026-10,31.0,E,M,2026-09-25,,0,94.71
1,TFO,2026-04-29,2026-10,35.0,E,M,2026-09-25,,0,94.71
1,TFO,2026-04-29,2026-10,37.0,E,M,2026-09-25,,0,94.71
1,TFO,2026-04-29,2026-10,45.0,E,M,2026-09-25,0,,94.71
1,TFO,2026-04-29,2026-10,50.0,E,M,2026-09-25,0,6.465,94.71
1,TFO,2026-04-29,2026-10,60.0,E,M,2026-09-25,0,4.57,94.71
1,TFO,2026-04-29,2026-10,65.0,E,M,2026-09-25,0,3.9,94.71
1,TFO,2026-04-29,2026-10,70.0,E,M,2026-09-25,0,3.43,94.71
1,TFO,2026-04-29,2026-10,75.0,E,M,2026-09-25,0,,94.71
1,TFO,2026-04-29,2026-11,50.0,E,M,2026-10-27,0,,93.815
1,TFO,2026-04-29,2026-11,75.0,E,M,2026-10-27,0,,93.815
1,TFO,2026-04-29,2026-11,100.0,E,M,2026-10-27,0,,93.815
1,TFO,2026-04-29,2026-12,30.0,E,M,2026-11-26,,0,92.385
1,TFO,2026-04-29,2026-12,35.0,E,M,2026-11-26,,0,92.385
1,TFO,2026-04-29,2026-12,45.0,E,M,2026-11-26,0,,92.385
1,TFO,2026-04-29,2026-12,50.0,E,M,2026-11-26,0,,92.385
1,TFO,2026-04-29,2026-12,75.0,E,M,2026-11-26,0,,92.385
1,TFO,2026-04-29,2026-12,100.0,E,M,2026-11-26,0,,92.385
1,TFO,2026-04-29,2027-01,35.0,E,M,2026-12-24,,0,93.745
1,TFO,2026-04-29,2027-01,40.0,E,M,2026-12-24,,0,93.745
1,TFO,2026-04-29,2027-01,50.0,E,M,2026-12-24,0,,93.745
1,TFO,2026-04-29,2027-01,55.0,E,M,2026-12-24,0,,93.745
1,TFO,2026-04-29,2027-01,65.0,E,M,2026-12-24,0,,93.745
1,TFO,2026-04-29,2027-01,75.0,E,M,2026-12-24,0,,93.745
1,TFO,2026-04-29,2027-02,35.0,E,M,2027-01-27,,0,91.505
1,TFO,2026-04-29,2027-02,50.0,E,M,2027-01-27,0,,91.505
1,TFO,2026-04-29,2027-02,55.0,E,M,2027-01-27,0,,91.505
1,TFO,2026-04-29,2027-02,65.0,E,M,2027-01-27,0,,91.505
1,TFO,2026-04-29,2027-02,75.0,E,M,2027-01-27,0,,91.505
1,TFO,2026-04-29,2027-03,30.0,E,M,2027-02-24,,0,87.57
1,TFO,2026-04-29,2027-03,35.0,E,M,2027-02-24,,0,87.57
1,TFO,2026-04-29,2027-03,45.0,E,M,2027-02-24,0,,87.57
1,TFO,2026-04-29,2027-03,50.0,E,M,2027-02-24,0,,87.57
1,TFO,2026-04-29,2027-03,75.0,E,M,2027-02-24,0,,87.57
1,TFO,2026-04-29,2027-03,100.0,E,M,2027-02-24,0,,87.57
1,TFO,2026-04-30,2026-06,26.0,E,M,2026-05-27,0.06,0,92.5
2,TFO,2026-04-30,2026-06,30.0,E,M,2026-05-27,0.15,0,92.5
1,TFO,2026-04-30,2026-06,31.0,E,M,2026-05-27,0.13,0,92.5
1,TFO,2026-04-30,2026-06,34.0,E,M,2026-05-27,0.27,0,92.5
2,TFO,2026-04-30,2026-06,35.0,E,M,2026-05-27,0.7,0,92.5
2,TFO,2026-04-30,2026-06,37.0,E,M,2026-05-27,1.25,0,92.5
1,TFO,2026-04-30,2026-06,38.0,E,M,2026-05-27,0.7,0,92.5
1,TFO,2026-04-30,2026-06,39.0,E,M,2026-05-27,1.15,0,92.5
2,TFO,2026-04-30,2026-06,40.0,E,M,2026-05-27,2.51,0,92.5
1,TFO,2026-04-30,2026-06,42.0,E,M,2026-05-27,,0,92.5
1,TFO,2026-04-30,2026-06,45.0,E,M,2026-05-27,3.275,0,92.5
1,TFO,2026-04-30,2026-06,46.0,E,M,2026-05-27,0,4.28,92.5
4,TFO,2026-04-30,2026-06,47.0,E,M,2026-05-27,9.295,8.08,92.5
2,TFO,2026-04-30,2026-06,48.0,E,M,2026-05-27,5.0,0,92.5
1,TFO,2026-04-30,2026-06,49.0,E,M,2026-05-27,0,3.3,92.5
1,TFO,2026-04-30,2026-06,50.0,E,M,2026-05-27,0,3.36,92.5
1,TFO,2026-04-30,2026-06,52.0,E,M,2026-05-27,8.65,0,92.5
2,TFO,2026-04-30,2026-06,55.0,E,M,2026-05-27,0,4.15,92.5
1,TFO,2026-04-30,2026-06,56.0,E,M,2026-05-27,0,,92.5
2,TFO,2026-04-30,2026-06,60.0,E,M,2026-05-27,0,3.6,92.5
1,TFO,2026-04-30,2026-06,61.0,E,M,2026-05-27,0,,92.5
1,TFO,2026-04-30,2026-06,65.0,E,M,2026-05-27,0,0.97,92.5
2,TFO,2026-04-30,2026-06,70.0,E,M,2026-05-27,0,1.775,92.5
1,TFO,2026-04-30,2026-06,80.0,E,M,2026-05-27,0,0.45,92.5
2,TFO,2026-04-30,2026-07,30.0,E,M,2026-06-26,0.69,0,92.205
1,TFO,2026-04-30,2026-07,33.0,E,M,2026-06-26,0.66,0,92.205
1,TFO,2026-04-30,2026-07,34.0,E,M,2026-06-26,,0,92.205
1,TFO,2026-04-30,2026-07,35.0,E,M,2026-06-26,,0,92.205
1,TFO,2026-04-30,2026-07,37.0,E,M,2026-06-26,1.5,0,92.205
1,TFO,2026-04-30,2026-07,38.0,E,M,2026-06-26,,0,92.205
1,TFO,2026-04-30,2026-07,40.0,E,M,2026-06-26,2.695,0,92.205
2,TFO,2026-04-30,2026-07,45.0,E,M,2026-06-26,5.5,6.36,92.205
1,TFO,2026-04-30,2026-07,47.0,E,M,2026-06-26,0,5.775,92.205
2,TFO,2026-04-30,2026-07,50.0,E,M,2026-06-26,0,5.45,92.205
1,TFO,2026-04-30,2026-07,52.0,E,M,2026-06-26,0,5.45,92.205
1,TFO,2026-04-30,2026-07,55.0,E,M,2026-06-26,0,3.76,92.205
1,TFO,2026-04-30,2026-07,60.0,E,M,2026-06-26,0,3.535,92.205
1,TFO,2026-04-30,2026-07,62.0,E,M,2026-06-26,0,3.475,92.205
2,TFO,2026-04-30,2026-07,65.0,E,M,2026-06-26,0,5.245,92.205
1,TFO,2026-04-30,2026-07,68.0,E,M,2026-06-26,0,2.49,92.205
2,TFO,2026-04-30,2026-07,70.0,E,M,2026-06-26,0,2.4,92.205
1,TFO,2026-04-30,2026-07,80.0,E,M,2026-06-26,0,,92.205
1,TFO,2026-04-30,2026-08,30.0,E,M,2026-07-27,0.475,0,92.60499999999999
2,TFO,2026-04-30,2026-08,33.0,E,M,2026-07-27,1.9949999999999999,0,92.60499999999999
1,TFO,2026-04-30,2026-08,35.0,E,M,2026-07-27,,0,92.60499999999999
1,TFO,2026-04-30,2026-08,38.0,E,M,2026-07-27,,0,92.60499999999999
1,TFO,2026-04-30,2026-08,40.0,E,M,2026-07-27,,0,92.60499999999999
1,TFO,2026-04-30,2026-08,45.0,E,M,2026-07-27,0,8.02,92.60499999999999
2,TFO,2026-04-30,2026-08,50.0,E,M,2026-07-27,0,6.7,92.60499999999999
1,TFO,2026-04-30,2026-08,55.0,E,M,2026-07-27,0,4.925,92.60499999999999
1,TFO,2026-04-30,2026-08,60.0,E,M,2026-07-27,0,,92.60499999999999
1,TFO,2026-04-30,2026-08,80.0,E,M,2026-07-27,0,,92.60499999999999
1,TFO,2026-04-30,2026-08,90.0,E,M,2026-07-27,0,1.88,92.60499999999999
1,TFO,2026-04-30,2026-08,100.0,E,M,2026-07-27,0,1.47,92.60499999999999
1,TFO,2026-04-30,2026-09,30.0,E,M,2026-08-26,,0,92.415
1,TFO,2026-04-30,2026-09,35.0,E,M,2026-08-26,,0,92.415
1,TFO,2026-04-30,2026-09,38.0,E,M,2026-08-26,,0,92.415
1,TFO,2026-04-30,2026-09,40.0,E,M,2026-08-26,,0,92.415
2,TFO,2026-04-30,2026-09,50.0,E,M,2026-08-26,0,0,92.415
1,TFO,2026-04-30,2026-09,55.0,E,M,2026-08-26,0,,92.415
1,TFO,2026-04-30,2026-09,60.0,E,M,2026-08-26,0,,92.415
1,TFO,2026-04-30,2026-09,80.0,E,M,2026-08-26,0,,92.415
1,TFO,2026-04-30,2026-10,30.0,E,M,2026-09-25,,0,93.265
1,TFO,2026-04-30,2026-10,35.0,E,M,2026-09-25,,0,93.265
1,TFO,2026-04-30,2026-10,45.0,E,M,2026-09-25,,0,93.265
1,TFO,2026-04-30,2026-10,55.0,E,M,2026-09-25,0,,93.265
1,TFO,2026-04-30,2026-10,75.0,E,M,2026-09-25,0,,93.265
1,TFO,2026-04-30,2026-11,55.0,E,M,2026-10-27,0,,91.765
1,TFO,2026-04-30,2026-11,75.0,E,M,2026-10-27,0,,91.765
1,TFO,2026-04-30,2026-11,100.0,E,M,2026-10-27,0,,91.765
1,TFO,2026-04-30,2026-12,30.0,E,M,2026-11-26,,0,91.625
1,TFO,2026-04-30,2026-12,35.0,E,M,2026-11-26,,0,91.625
1,TFO,2026-04-30,2026-12,45.0,E,M,2026-11-26,,0,91.625
1,TFO,2026-04-30,2026-12,50.0,E,M,2026-11-26,0,9.325,91.625
1,TFO,2026-04-30,2026-12,55.0,E,M,2026-11-26,0,,91.625
1,TFO,2026-04-30,2026-12,60.0,E,M,2026-11-26,0,6.6,91.625
1,TFO,2026-04-30,2026-12,75.0,E,M,2026-11-26,0,,91.625
1,TFO,2026-04-30,2026-12,80.0,E,M,2026-11-26,0,4.35,91.625
1,TFO,2026-04-30,2026-12,100.0,E,M,2026-11-26,0,,91.625
1,TFO,2026-04-30,2027-01,35.0,E,M,2026-12-24,,0,91.91
1,TFO,2026-04-30,2027-01,40.0,E,M,2026-12-24,,0,91.91
1,TFO,2026-04-30,2027-01,45.0,E,M,2026-12-24,,0,91.91
1,TFO,2026-04-30,2027-01,55.0,E,M,2026-12-24,0,,91.91
1,TFO,2026-04-30,2027-02,35.0,E,M,2027-01-27,,0,44.92
1,TFO,2026-04-30,2027-02,55.0,E,M,2027-01-27,0,,44.92
1,TFO,2026-04-30,2027-03,30.0,E,M,2027-02-24,,0,44.65
1,TFO,2026-04-30,2027-03,35.0,E,M,2027-02-24,5.2,0,44.65
1,TFO,2026-04-30,2027-03,45.0,E,M,2027-02-24,0,,44.65
1,TFO,2026-04-30,2027-03,75.0,E,M,2027-02-24,0,6.65,44.65
1,TFO,2026-04-30,2027-03,100.0,E,M,2027-02-24,0,,44.65
1,TFO,2026-05-01,2026-06,31.0,E,M,2026-05-27,0.125,0,91.11500000000001
1,TFO,2026-05-01,2026-06,33.0,E,M,2026-05-27,0.175,0,91.11500000000001
2,TFO,2026-05-01,2026-06,35.0,E,M,2026-05-27,0.715,0,91.11500000000001
1,TFO,2026-05-01,2026-06,36.0,E,M,2026-05-27,0.475,0,91.11500000000001
1,TFO,2026-05-01,2026-06,37.0,E,M,2026-05-27,0.53,0,91.11500000000001
1,TFO,2026-05-01,2026-06,39.0,E,M,2026-05-27,1.125,0,91.11500000000001
2,TFO,2026-05-01,2026-06,40.0,E,M,2026-05-27,2.76,0,91.11500000000001
1,TFO,2026-05-01,2026-06,41.0,E,M,2026-05-27,1.5,0,91.11500000000001
1,TFO,2026-05-01,2026-06,42.0,E,M,2026-05-27,2.3,0,91.11500000000001
2,TFO,2026-05-01,2026-06,43.0,E,M,2026-05-27,2.91,5.95,91.11500000000001
1,TFO,2026-05-01,2026-06,44.0,E,M,2026-05-27,3.175,0,91.11500000000001
3,TFO,2026-05-01,2026-06,45.0,E,M,2026-05-27,3.35,8.03,91.11500000000001
2,TFO,2026-05-01,2026-06,46.0,E,M,2026-05-27,3.95,3.675,91.11500000000001
2,TFO,2026-05-01,2026-06,47.0,E,M,2026-05-27,0,3.5,91.11500000000001
1,TFO,2026-05-01,2026-06,48.0,E,M,2026-05-27,0,3.7,91.11500000000001
2,TFO,2026-05-01,2026-06,50.0,E,M,2026-05-27,6.7,2.58,91.11500000000001
1,TFO,2026-05-01,2026-06,53.0,E,M,2026-05-27,0,2.39,91.11500000000001
2,TFO,2026-05-01,2026-06,55.0,E,M,2026-05-27,0,3.6399999999999997,91.11500000000001
1,TFO,2026-05-01,2026-06,60.0,E,M,2026-05-27,0,1.36,91.11500000000001
2,TFO,2026-05-01,2026-06,65.0,E,M,2026-05-27,0,1.8450000000000002,91.11500000000001
1,TFO,2026-05-01,2026-06,70.0,E,M,2026-05-27,0,0.675,91.11500000000001
1,TFO,2026-05-01,2026-06,75.0,E,M,2026-05-27,0,0.5,91.11500000000001
1,TFO,2026-05-01,2026-07,25.0,E,M,2026-06-26,,0,90.955
1,TFO,2026-05-01,2026-07,30.0,E,M,2026-06-26,0.33,0,90.955
1,TFO,2026-05-01,2026-07,34.0,E,M,2026-06-26,,0,90.955
1,TFO,2026-05-01,2026-07,35.0,E,M,2026-06-26,0.99,0,90.955
2,TFO,2026-05-01,2026-07,40.0,E,M,2026-06-26,5.1,0,90.955
3,TFO,2026-05-01,2026-07,45.0,E,M,2026-06-26,5.2,12.625,90.955
1,TFO,2026-05-01,2026-07,49.0,E,M,2026-06-26,,0,90.955
2,TFO,2026-05-01,2026-07,50.0,E,M,2026-06-26,0,5.0,90.955
1,TFO,2026-05-01,2026-07,55.0,E,M,2026-06-26,0,3.925,90.955
1,TFO,2026-05-01,2026-07,60.0,E,M,2026-06-26,0,2.75,90.955
1,TFO,2026-05-01,2026-07,70.0,E,M,2026-06-26,0,2.0,90.955
1,TFO,2026-05-01,2026-08,30.0,E,M,2026-07-27,0.5,0,91.08500000000001
1,TFO,2026-05-01,2026-08,35.0,E,M,2026-07-27,,0,91.08500000000001
1,TFO,2026-05-01,2026-08,37.0,E,M,2026-07-27,2.3,0,91.08500000000001
2,TFO,2026-05-01,2026-08,40.0,E,M,2026-07-27,0,9.355,91.08500000000001
1,TFO,2026-05-01,2026-08,45.0,E,M,2026-07-27,0,,91.08500000000001
2,TFO,2026-05-01,2026-08,50.0,E,M,2026-07-27,0,5.875,91.08500000000001
1,TFO,2026-05-01,2026-08,60.0,E,M,2026-07-27,0,,91.08500000000001
1,TFO,2026-05-01,2026-09,25.0,E,M,2026-08-26,,0,91.175
1,TFO,2026-05-01,2026-09,30.0,E,M,2026-08-26,,0,91.175
1,TFO,2026-05-01,2026-09,35.0,E,M,2026-08-26,,0,91.175
1,TFO,2026-05-01,2026-09,40.0,E,M,2026-08-26,,0,91.175
1,TFO,2026-05-01,2026-09,45.0,E,M,2026-08-26,0,,91.175
1,TFO,2026-05-01,2026-09,50.0,E,M,2026-08-26,,0,91.175
1,TFO,2026-05-01,2026-09,60.0,E,M,2026-08-26,0,,91.175
1,TFO,2026-05-01,2026-10,30.0,E,M,2026-09-25,,0,90.535
1,TFO,2026-05-01,2026-10,35.0,E,M,2026-09-25,,0,90.535
1,TFO,2026-05-01,2026-10,40.0,E,M,2026-09-25,4.525,0,90.535
1,TFO,2026-05-01,2026-10,45.0,E,M,2026-09-25,0,,90.535
2,TFO,2026-05-01,2026-10,50.0,E,M,2026-09-25,0,0,90.535
1,TFO,2026-05-01,2026-10,60.0,E,M,2026-09-25,0,,90.535
1,TFO,2026-05-01,2026-10,75.0,E,M,2026-09-25,0,,90.535
1,TFO,2026-05-01,2026-11,50.0,E,M,2026-10-27,0,,89.975
1,TFO,2026-05-01,2026-11,75.0,E,M,2026-10-27,0,,89.975
1,TFO,2026-05-01,2026-11,100.0,E,M,2026-10-27,0,,89.975
1,TFO,2026-05-01,2026-12,30.0,E,M,2026-11-26,,0,89.91499999999999
1,TFO,2026-05-01,2026-12,35.0,E,M,2026-11-26,,0,89.91499999999999
1,TFO,2026-05-01,2026-12,45.0,E,M,2026-11-26,0,,89.91499999999999
1,TFO,2026-05-01,2026-12,50.0,E,M,2026-11-26,0,,89.91499999999999
1,TFO,2026-05-01,2026-12,60.0,E,M,2026-11-26,0,,89.91499999999999
1,TFO,2026-05-01,2026-12,75.0,E,M,2026-11-26,0,,89.91499999999999
1,TFO,2026-05-01,2026-12,100.0,E,M,2026-11-26,0,,89.91499999999999
1,TFO,2026-05-01,2027-01,25.0,E,M,2026-12-24,,0,89.62
1,TFO,2026-05-01,2027-01,35.0,E,M,2026-12-24,,0,89.62
1,TFO,2026-05-01,2027-01,40.0,E,M,2026-12-24,6.8,0,89.62
1,TFO,2026-05-01,2027-01,50.0,E,M,2026-12-24,0,,89.62
1,TFO,2026-05-01,2027-01,60.0,E,M,2026-12-24,0,,89.62
1,TFO,2026-05-01,2027-01,65.0,E,M,2026-12-24,0,,89.62
1,TFO,2026-05-01,2027-02,25.0,E,M,2027-01-27,,0,90.035
1,TFO,2026-05-01,2027-02,35.0,E,M,2027-01-27,,0,90.035
1,TFO,2026-05-01,2027-02,50.0,E,M,2027-01-27,0,,90.035
1,TFO,2026-05-01,2027-02,65.0,E,M,2027-01-27,0,,90.035
1,TFO,2026-05-01,2027-03,25.0,E,M,2027-02-24,,0,42.855
1,TFO,2026-05-01,2027-03,30.0,E,M,2027-02-24,,0,42.855
1,TFO,2026-05-01,2027-03,35.0,E,M,2027-02-24,,0,42.855
1,TFO,2026-05-01,2027-03,50.0,E,M,2027-02-24,0,9.6,42.855
1,TFO,2026-05-01,2027-03,60.0,E,M,2027-02-24,0,,42.855
1,TFO,2026-05-01,2027-03,100.0,E,M,2027-02-24,0,,42.855
1,TFO,2026-05-01,2027-04,50.0,E,M,2027-03-25,0,5.5,37.375
1,TFO,2026-05-04,2026-06,34.0,E,M,2026-05-27,0.205,0,98.1
1,TFO,2026-05-04,2026-06,37.0,E,M,2026-05-27,0.49,0,98.1
1,TFO,2026-05-04,2026-06,40.0,E,M,2026-05-27,0.95,0,98.1
1,TFO,2026-05-04,2026-06,42.0,E,M,2026-05-27,,0,98.1
1,TFO,2026-05-04,2026-06,45.0,E,M,2026-05-27,0,4.96,98.1
1,TFO,2026-05-04,2026-06,46.0,E,M,2026-05-27,0,,98.1
1,TFO,2026-05-04,2026-06,47.0,E,M,2026-05-27,0,5.0,98.1
1,TFO,2026-05-04,2026-06,49.0,E,M,2026-05-27,0,,98.1
2,TFO,2026-05-04,2026-06,50.0,E,M,2026-05-27,0,7.77,98.1
2,TFO,2026-05-04,2026-06,51.0,E,M,2026-05-27,0,3.35,98.1
2,TFO,2026-05-04,2026-06,55.0,E,M,2026-05-27,0,4.24,98.1
2,TFO,2026-05-04,2026-06,60.0,E,M,2026-05-27,0,2.995,98.1
2,TFO,2026-05-04,2026-06,65.0,E,M,2026-05-27,0,2.605,98.1
2,TFO,2026-05-04,2026-06,70.0,E,M,2026-05-27,0,1.78,98.1
1,TFO,2026-05-04,2026-06,75.0,E,M,2026-05-27,0,0.685,98.1
1,TFO,2026-05-04,2026-06,120.0,E,M,2026-05-27,0,0.25,98.1
1,TFO,2026-05-04,2026-07,30.0,E,M,2026-06-26,0.275,0,96.58500000000001
1,TFO,2026-05-04,2026-07,35.0,E,M,2026-06-26,0.85,0,96.58500000000001
2,TFO,2026-05-04,2026-07,55.0,E,M,2026-06-26,0,3.725,96.58500000000001
1,TFO,2026-05-04,2026-07,68.0,E,M,2026-06-26,0,2.74,96.58500000000001
1,TFO,2026-05-04,2026-08,55.0,E,M,2026-07-27,0,,97.03
1,TFO,2026-05-04,2026-08,70.0,E,M,2026-07-27,0,3.0,97.03
1,TFO,2026-05-04,2026-09,25.0,E,M,2026-08-26,0.23,0,96.86500000000001
1,TFO,2026-05-04,2026-09,55.0,E,M,2026-08-26,0,,96.86500000000001
2,TFO,2026-05-04,2026-09,75.0,E,M,2026-08-26,0,3.5,96.86500000000001
2,TFO,2026-05-04,2026-09,100.0,E,M,2026-08-26,0,1.91,96.86500000000001
1,TFO,2026-05-04,2026-10,30.0,E,M,2026-09-25,,0,96.475
1,TFO,2026-05-04,2026-12,30.0,E,M,2026-11-26,,0,95.53999999999999
2,TFO,2026-05-05,2026-06,30.0,E,M,2026-05-27,0.15000000000000002,0,93.315
1,TFO,2026-05-05,2026-06,33.0,E,M,2026-05-27,0.135,0,93.315
2,TFO,2026-05-05,2026-06,35.0,E,M,2026-05-27,0.4,0,93.315
1,TFO,2026-05-05,2026-06,37.0,E,M,2026-05-27,0.37,0,93.315
1,TFO,2026-05-05,2026-06,39.0,E,M,2026-05-27,0.695,0,93.315
2,TFO,2026-05-05,2026-06,40.0,E,M,2026-05-27,1.915,0,93.315
2,TFO,2026-05-05,2026-06,42.0,E,M,2026-05-27,3.2199999999999998,0,93.315
1,TFO,2026-05-05,2026-06,43.0,E,M,2026-05-27,1.81,0,93.315
1,TFO,2026-05-05,2026-06,44.0,E,M,2026-05-27,2.3,0,93.315
2,TFO,2026-05-05,2026-06,45.0,E,M,2026-05-27,5.77,0,93.315
1,TFO,2026-05-05,2026-06,47.0,E,M,2026-05-27,4.17,0,93.315
1,TFO,2026-05-05,2026-06,48.0,E,M,2026-05-27,4.32,0,93.315
2,TFO,2026-05-05,2026-06,50.0,E,M,2026-05-27,0,7.425,93.315
1,TFO,2026-05-05,2026-06,51.0,E,M,2026-05-27,0,3.48,93.315
1,TFO,2026-05-05,2026-06,52.0,E,M,2026-05-27,0,2.75,93.315
1,TFO,2026-05-05,2026-06,54.0,E,M,2026-05-27,0,2.26,93.315
2,TFO,2026-05-05,2026-06,55.0,E,M,2026-05-27,0,5.015000000000001,93.315
1,TFO,2026-05-05,2026-06,56.0,E,M,2026-05-27,0,2.34,93.315
2,TFO,2026-05-05,2026-06,60.0,E,M,2026-05-27,0,3.6,93.315
2,TFO,2026-05-05,2026-06,65.0,E,M,2026-05-27,0,2.19,93.315
2,TFO,2026-05-05,2026-06,70.0,E,M,2026-05-27,0,1.225,93.315
2,TFO,2026-05-05,2026-06,75.0,E,M,2026-05-27,0,1.035,93.315
1,TFO,2026-05-05,2026-06,80.0,E,M,2026-05-27,0,0.42,93.315
1,TFO,2026-05-05,2026-06,100.0,E,M,2026-05-27,0,0.205,93.315
1,TFO,2026-05-05,2026-07,27.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,28.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,30.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,32.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,34.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,37.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,38.0,E,M,2026-06-26,,0,94.175
2,TFO,2026-05-05,2026-07,40.0,E,M,2026-06-26,2.27,0,94.175
1,TFO,2026-05-05,2026-07,41.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,42.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,45.0,E,M,2026-06-26,,0,94.175
1,TFO,2026-05-05,2026-07,53.0,E,M,2026-06-26,0,4.6,94.175
2,TFO,2026-05-05,2026-07,55.0,E,M,2026-06-26,0,3.95,94.175
2,TFO,2026-05-05,2026-07,60.0,E,M,2026-06-26,0,3.75,94.175
1,TFO,2026-05-05,2026-07,65.0,E,M,2026-06-26,0,3.08,94.175
1,TFO,2026-05-05,2026-07,90.0,E,M,2026-06-26,0,1.23,94.175
1,TFO,2026-05-05,2026-07,100.0,E,M,2026-06-26,0,,94.175
1,TFO,2026-05-05,2026-08,30.0,E,M,2026-07-27,0.39,0,94.095
1,TFO,2026-05-05,2026-08,32.0,E,M,2026-07-27,,0,94.095
1,TFO,2026-05-05,2026-08,37.0,E,M,2026-07-27,,0,94.095
1,TFO,2026-05-05,2026-08,38.0,E,M,2026-07-27,2.23,0,94.095
1,TFO,2026-05-05,2026-08,40.0,E,M,2026-07-27,3.23,0,94.095
1,TFO,2026-05-05,2026-08,45.0,E,M,2026-07-27,,0,94.095
1,TFO,2026-05-05,2026-08,50.0,E,M,2026-07-27,0,6.3,94.095
1,TFO,2026-05-05,2026-08,55.0,E,M,2026-07-27,0,,94.095
1,TFO,2026-05-05,2026-08,60.0,E,M,2026-07-27,0,4.2,94.095
1,TFO,2026-05-05,2026-08,100.0,E,M,2026-07-27,0,,94.095
1,TFO,2026-05-05,2026-08,200.0,E,M,2026-07-27,0,0.41,94.095
1,TFO,2026-05-05,2026-09,27.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,28.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,30.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,37.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,38.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,40.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,45.0,E,M,2026-08-26,,0,94.07
1,TFO,2026-05-05,2026-09,47.0,E,M,2026-08-26,0,8.04,94.07
1,TFO,2026-05-05,2026-09,50.0,E,M,2026-08-26,0,7.4,94.07
1,TFO,2026-05-05,2026-09,55.0,E,M,2026-08-26,0,,94.07
